Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2020,1,Ciutat Vella,1,el Raval,1,12894.11
2020,1,Ciutat Vella,1,el Raval,2,9839.18
2020,1,Ciutat Vella,1,el Raval,3,10020.04
2020,1,Ciutat Vella,1,el Raval,4,12559.46
2020,1,Ciutat Vella,1,el Raval,5,10790.31
2020,1,Ciutat Vella,1,el Raval,6,11653.09
2020,1,Ciutat Vella,1,el Raval,7,11006.44
2020,1,Ciutat Vella,1,el Raval,8,8246.72
2020,1,Ciutat Vella,1,el Raval,9,11387.94
2020,1,Ciutat Vella,1,el Raval,10,8810.08
2020,1,Ciutat Vella,1,el Raval,11,8694.03
2020,1,Ciutat Vella,1,el Raval,12,11747.43
2020,1,Ciutat Vella,1,el Raval,13,12004.77
2020,1,Ciutat Vella,1,el Raval,14,10986.47
2020,1,Ciutat Vella,1,el Raval,15,11397.73
2020,1,Ciutat Vella,1,el Raval,16,10748.48
2020,1,Ciutat Vella,1,el Raval,17,10394.44
2020,1,Ciutat Vella,1,el Raval,18,10571.17
2020,1,Ciutat Vella,1,el Raval,19,10883.69
2020,1,Ciutat Vella,1,el Raval,20,17158.76
2020,1,Ciutat Vella,1,el Raval,21,16524.78
2020,1,Ciutat Vella,2,el Barri Gòtic,22,20556.78
2020,1,Ciutat Vella,2,el Barri Gòtic,23,17543.44
2020,1,Ciutat Vella,2,el Barri Gòtic,25,15730.97
2020,1,Ciutat Vella,2,el Barri Gòtic,26,17187.54
2020,1,Ciutat Vella,2,el Barri Gòtic,27,15611.01
2020,1,Ciutat Vella,2,el Barri Gòtic,28,14984.02
2020,1,Ciutat Vella,2,el Barri Gòtic,29,11870.22
2020,1,Ciutat Vella,2,el Barri Gòtic,30,13362.19
2020,1,Ciutat Vella,2,el Barri Gòtic,31,12859.68
2020,1,Ciutat Vella,3,la Barceloneta,32,17076.34
2020,1,Ciutat Vella,3,la Barceloneta,33,13841.09
2020,1,Ciutat Vella,3,la Barceloneta,34,14775.46
2020,1,Ciutat Vella,3,la Barceloneta,35,14521.73
2020,1,Ciutat Vella,3,la Barceloneta,36,15854.62
2020,1,Ciutat Vella,3,la Barceloneta,37,14694.59
2020,1,Ciutat Vella,3,la Barceloneta,38,13615.46
2020,1,Ciutat Vella,3,la Barceloneta,39,14683.7
2020,1,Ciutat Vella,3,la Barceloneta,40,15886.25
2020,1,Ciutat Vella,3,la Barceloneta,41,13417.29
2020,1,Ciutat Vella,3,la Barceloneta,42,15393.65
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,21885.13
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,20238.24
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,16678.86
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,14657.61
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,15482.44
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,11929.05
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,15570.12
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,15351.91
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,13531.48
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,21478.54
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,14333.53
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,16160.95
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,19831.72
2020,2,Eixample,5,el Fort Pienc,1,21572.67
2020,2,Eixample,5,el Fort Pienc,2,21057.36
2020,2,Eixample,5,el Fort Pienc,3,23292.22
2020,2,Eixample,5,el Fort Pienc,4,17842.4
2020,2,Eixample,5,el Fort Pienc,5,22886.7
2020,2,Eixample,5,el Fort Pienc,6,23567.44
2020,2,Eixample,5,el Fort Pienc,7,25234.47
2020,2,Eixample,5,el Fort Pienc,8,23813.48
2020,2,Eixample,5,el Fort Pienc,9,22073.61
2020,2,Eixample,5,el Fort Pienc,10,20737.22
2020,2,Eixample,5,el Fort Pienc,11,21901.26
2020,2,Eixample,5,el Fort Pienc,12,17379.26
2020,2,Eixample,5,el Fort Pienc,13,18577.89
2020,2,Eixample,5,el Fort Pienc,14,18030.4
2020,2,Eixample,5,el Fort Pienc,15,18801.28
2020,2,Eixample,5,el Fort Pienc,16,22951.96
2020,2,Eixample,5,el Fort Pienc,17,23427.72
2020,2,Eixample,5,el Fort Pienc,18,22902.72
2020,2,Eixample,5,el Fort Pienc,19,20972.68
2020,2,Eixample,5,el Fort Pienc,20,19355.68
2020,2,Eixample,6,la Sagrada Família,21,19138.32
2020,2,Eixample,6,la Sagrada Família,22,20332.97
2020,2,Eixample,6,la Sagrada Família,23,21308.01
2020,2,Eixample,6,la Sagrada Família,24,19941.13
2020,2,Eixample,6,la Sagrada Família,25,18872.34
2020,2,Eixample,6,la Sagrada Família,26,20494.26
2020,2,Eixample,6,la Sagrada Família,27,21148.95
2020,2,Eixample,6,la Sagrada Família,28,20764.6
2020,2,Eixample,6,la Sagrada Família,29,21203.64
2020,2,Eixample,6,la Sagrada Família,30,16795.52
2020,2,Eixample,6,la Sagrada Família,31,22910.98
2020,2,Eixample,6,la Sagrada Família,32,22575.62
2020,2,Eixample,6,la Sagrada Família,33,20419.43
2020,2,Eixample,6,la Sagrada Família,34,19885.02
2020,2,Eixample,6,la Sagrada Família,35,22987.66
2020,2,Eixample,6,la Sagrada Família,36,23514.06
2020,2,Eixample,6,la Sagrada Família,37,24671.25
2020,2,Eixample,6,la Sagrada Família,38,23561.8
2020,2,Eixample,6,la Sagrada Família,39,20845.85
2020,2,Eixample,6,la Sagrada Família,40,18687.47
2020,2,Eixample,6,la Sagrada Família,41,20392.55
2020,2,Eixample,6,la Sagrada Família,42,25290.13
2020,2,Eixample,6,la Sagrada Família,43,22260.12
2020,2,Eixample,6,la Sagrada Família,44,18870.05
2020,2,Eixample,6,la Sagrada Família,45,22979.32
2020,2,Eixample,6,la Sagrada Família,46,19319.44
2020,2,Eixample,6,la Sagrada Família,47,20224.29
2020,2,Eixample,6,la Sagrada Família,48,21245.1
2020,2,Eixample,6,la Sagrada Família,49,18827.42
2020,2,Eixample,6,la Sagrada Família,50,20870.26
2020,2,Eixample,6,la Sagrada Família,51,18522.48
2020,2,Eixample,6,la Sagrada Família,52,21812.98
2020,2,Eixample,6,la Sagrada Família,53,22879.5
2020,2,Eixample,6,la Sagrada Família,54,22257.77
2020,2,Eixample,7,la Dreta de l'Eixample,55,22707.52
2020,2,Eixample,7,la Dreta de l'Eixample,56,23404.55
2020,2,Eixample,7,la Dreta de l'Eixample,57,29317.04
2020,2,Eixample,7,la Dreta de l'Eixample,58,27363.68
2020,2,Eixample,7,la Dreta de l'Eixample,59,28484.84
2020,2,Eixample,7,la Dreta de l'Eixample,60,23137.74
2020,2,Eixample,7,la Dreta de l'Eixample,61,22416.8
2020,2,Eixample,7,la Dreta de l'Eixample,62,27238.25
2020,2,Eixample,7,la Dreta de l'Eixample,63,33044.1
2020,2,Eixample,7,la Dreta de l'Eixample,64,31047.05
2020,2,Eixample,7,la Dreta de l'Eixample,65,25577.17
2020,2,Eixample,7,la Dreta de l'Eixample,66,24092.09
2020,2,Eixample,7,la Dreta de l'Eixample,67,21122.59
2020,2,Eixample,7,la Dreta de l'Eixample,68,22126.4
2020,2,Eixample,7,la Dreta de l'Eixample,69,26438.84
2020,2,Eixample,7,la Dreta de l'Eixample,70,26662.81
2020,2,Eixample,7,la Dreta de l'Eixample,71,28041.39
2020,2,Eixample,7,la Dreta de l'Eixample,72,31927.2
2020,2,Eixample,7,la Dreta de l'Eixample,73,27865.19
2020,2,Eixample,7,la Dreta de l'Eixample,74,26911.18
2020,2,Eixample,7,la Dreta de l'Eixample,75,25875.26
2020,2,Eixample,7,la Dreta de l'Eixample,76,29628.18
2020,2,Eixample,7,la Dreta de l'Eixample,77,26140.96
2020,2,Eixample,7,la Dreta de l'Eixample,78,29620.33
2020,2,Eixample,7,la Dreta de l'Eixample,79,34587.78
2020,2,Eixample,7,la Dreta de l'Eixample,80,30276.59
2020,2,Eixample,7,la Dreta de l'Eixample,81,29862.21
2020,2,Eixample,7,la Dreta de l'Eixample,82,29613.42
2020,2,Eixample,7,la Dreta de l'Eixample,83,34413.11
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,84,25696.73
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,85,27208.08
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,29578.82
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,87,26354.46
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,88,29125.35
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89,26112.68
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90,23969.15
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,91,25531.4
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,92,23555.21
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,26765.95
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,24608.68
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,23664.32
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,22401.91
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,22243.63
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,24065.54
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,26705.45
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100,25254.78
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,101,23814.33
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102,29543.95
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,103,22242.72
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,104,26009.26
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,105,22462.12
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,26809.8
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,107,27679.15
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,108,31919.07
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,109,30542.24
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,110,23293.33
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,111,24427.99
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,112,30700.75
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,113,28511.01
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,114,23465.88
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,115,22183.46
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,116,29969.76
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,117,23620.28
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,118,26429.91
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,119,24956.57
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,120,22945.01
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,121,24640.71
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,122,26038.23
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,123,23845.29
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,124,26478.27
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,125,24262.08
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,126,25403.45
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,127,22360.57
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,128,21030.47
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,129,23797.79
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,130,31868.21
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,131,22419.64
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,132,24348.43
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,133,23912.1
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,134,21567.14
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,135,20056.5
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,136,23361.59
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,137,20309.17
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,138,23518.68
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,139,21732.44
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,140,23211.56
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,141,21945.73
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,142,19278.65
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,143,22093.09
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,144,24616.46
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,145,23031.79
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,146,22627.89
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,147,21696.04
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,148,23423.61
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,149,21669.32
2020,2,Eixample,10,Sant Antoni,150,20276.29
2020,2,Eixample,10,Sant Antoni,151,21555.64
2020,2,Eixample,10,Sant Antoni,152,23772.92
2020,2,Eixample,10,Sant Antoni,153,23110.4
2020,2,Eixample,10,Sant Antoni,154,18036.83
2020,2,Eixample,10,Sant Antoni,155,19264.14
2020,2,Eixample,10,Sant Antoni,156,21171.16
2020,2,Eixample,10,Sant Antoni,157,20263.75
2020,2,Eixample,10,Sant Antoni,158,21052.65
2020,2,Eixample,10,Sant Antoni,159,23034.09
2020,2,Eixample,10,Sant Antoni,160,23366.9
2020,2,Eixample,10,Sant Antoni,161,19723.22
2020,2,Eixample,10,Sant Antoni,162,19798.8
2020,2,Eixample,10,Sant Antoni,163,23010.46
2020,2,Eixample,10,Sant Antoni,164,22047.86
2020,2,Eixample,10,Sant Antoni,165,21404.77
2020,2,Eixample,10,Sant Antoni,166,20200.35
2020,2,Eixample,10,Sant Antoni,167,21750.34
2020,2,Eixample,10,Sant Antoni,168,20328.23
2020,2,Eixample,10,Sant Antoni,169,20371.87
2020,2,Eixample,10,Sant Antoni,170,19632.53
2020,2,Eixample,10,Sant Antoni,171,17811.66
2020,2,Eixample,10,Sant Antoni,172,19308.16
2020,2,Eixample,10,Sant Antoni,173,20605.68
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,1,17120.61
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,2,15487.68
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,3,13987.17
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,4,17691.39
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,5,15503.11
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,6,15316.03
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,7,15748.02
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,8,15623.21
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,9,17000.08
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,10,14632.25
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,11,12479.2
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,12,15549.21
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,13,14585.14
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,14,14132.11
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,15,14293.62
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,16,13877.66
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,17,13700.05
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,18,15054.51
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,19,14554.66
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,20,18353.73
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,21,17607.79
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,22,16754.76
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,23,14726.14
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,24,15166.84
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,25,13308.97
2020,3,Sants-Montjuïc,13,la Marina de Port,26,16222.11
2020,3,Sants-Montjuïc,13,la Marina de Port,27,17361.24
2020,3,Sants-Montjuïc,13,la Marina de Port,28,19561.73
2020,3,Sants-Montjuïc,13,la Marina de Port,29,15253.1
2020,3,Sants-Montjuïc,13,la Marina de Port,30,17183.44
2020,3,Sants-Montjuïc,13,la Marina de Port,31,15347.46
2020,3,Sants-Montjuïc,13,la Marina de Port,32,13992.44
2020,3,Sants-Montjuïc,13,la Marina de Port,33,11963.4
2020,3,Sants-Montjuïc,13,la Marina de Port,34,15547.73
2020,3,Sants-Montjuïc,13,la Marina de Port,35,17142.6
2020,3,Sants-Montjuïc,13,la Marina de Port,36,18780.28
2020,3,Sants-Montjuïc,13,la Marina de Port,37,17737.84
2020,3,Sants-Montjuïc,13,la Marina de Port,38,11867.31
2020,3,Sants-Montjuïc,13,la Marina de Port,39,11600.87
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,40,21424.39
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,41,18212.25
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,42,17122.46
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,43,20291.96
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,44,16862.72
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,45,19468.67
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,46,22498.11
2020,3,Sants-Montjuïc,15,Hostafrancs,47,17667.23
2020,3,Sants-Montjuïc,15,Hostafrancs,48,21225.37
2020,3,Sants-Montjuïc,15,Hostafrancs,49,19241.92
2020,3,Sants-Montjuïc,15,Hostafrancs,50,19522.96
2020,3,Sants-Montjuïc,15,Hostafrancs,51,15974.59
2020,3,Sants-Montjuïc,15,Hostafrancs,52,17549.78
2020,3,Sants-Montjuïc,15,Hostafrancs,53,16427.07
2020,3,Sants-Montjuïc,15,Hostafrancs,54,19893.2
2020,3,Sants-Montjuïc,15,Hostafrancs,55,18447.71
2020,3,Sants-Montjuïc,15,Hostafrancs,56,17158.11
2020,3,Sants-Montjuïc,16,la Bordeta,57,17839.66
2020,3,Sants-Montjuïc,16,la Bordeta,58,22982.98
2020,3,Sants-Montjuïc,16,la Bordeta,59,17305.54
2020,3,Sants-Montjuïc,16,la Bordeta,60,19956.42
2020,3,Sants-Montjuïc,16,la Bordeta,61,17447.9
2020,3,Sants-Montjuïc,16,la Bordeta,62,18386.7
2020,3,Sants-Montjuïc,16,la Bordeta,63,17726.79
2020,3,Sants-Montjuïc,16,la Bordeta,64,19279.57
2020,3,Sants-Montjuïc,16,la Bordeta,65,19603.62
2020,3,Sants-Montjuïc,16,la Bordeta,66,17527.09
2020,3,Sants-Montjuïc,16,la Bordeta,67,18551.72
2020,3,Sants-Montjuïc,16,la Bordeta,68,16706.76
2020,3,Sants-Montjuïc,16,la Bordeta,69,19821.21
2020,3,Sants-Montjuïc,17,Sants - Badal,70,15448.08
2020,3,Sants-Montjuïc,17,Sants - Badal,71,15903.12
2020,3,Sants-Montjuïc,17,Sants - Badal,72,16561.5
2020,3,Sants-Montjuïc,17,Sants - Badal,73,19786.26
2020,3,Sants-Montjuïc,17,Sants - Badal,74,18390.48
2020,3,Sants-Montjuïc,17,Sants - Badal,75,17212.5
2020,3,Sants-Montjuïc,17,Sants - Badal,76,16626.06
2020,3,Sants-Montjuïc,17,Sants - Badal,77,17072.76
2020,3,Sants-Montjuïc,17,Sants - Badal,78,16418.71
2020,3,Sants-Montjuïc,17,Sants - Badal,79,15424.27
2020,3,Sants-Montjuïc,17,Sants - Badal,80,17990.88
2020,3,Sants-Montjuïc,17,Sants - Badal,81,18164.96
2020,3,Sants-Montjuïc,17,Sants - Badal,82,21202.73
2020,3,Sants-Montjuïc,17,Sants - Badal,83,20480.74
2020,3,Sants-Montjuïc,17,Sants - Badal,84,20021.23
2020,3,Sants-Montjuïc,17,Sants - Badal,85,20921.19
2020,3,Sants-Montjuïc,18,Sants,86,24413.29
2020,3,Sants-Montjuïc,18,Sants,87,22175.52
2020,3,Sants-Montjuïc,18,Sants,88,19678.31
2020,3,Sants-Montjuïc,18,Sants,89,21505.87
2020,3,Sants-Montjuïc,18,Sants,90,24845
2020,3,Sants-Montjuïc,18,Sants,91,20894.03
2020,3,Sants-Montjuïc,18,Sants,92,21523.76
2020,3,Sants-Montjuïc,18,Sants,93,21042.84
2020,3,Sants-Montjuïc,18,Sants,94,21754.49
2020,3,Sants-Montjuïc,18,Sants,95,19649.31
2020,3,Sants-Montjuïc,18,Sants,96,18314.67
2020,3,Sants-Montjuïc,18,Sants,97,14409.51
2020,3,Sants-Montjuïc,18,Sants,98,16607.06
2020,3,Sants-Montjuïc,18,Sants,99,19195.76
2020,3,Sants-Montjuïc,18,Sants,100,18910.58
2020,3,Sants-Montjuïc,18,Sants,101,19180.13
2020,3,Sants-Montjuïc,18,Sants,102,19568.49
2020,3,Sants-Montjuïc,18,Sants,103,18599.1
2020,3,Sants-Montjuïc,18,Sants,104,18214.91
2020,3,Sants-Montjuïc,18,Sants,105,18242.15
2020,3,Sants-Montjuïc,18,Sants,106,19641.51
2020,3,Sants-Montjuïc,18,Sants,107,20741.88
2020,3,Sants-Montjuïc,18,Sants,108,18981.05
2020,3,Sants-Montjuïc,18,Sants,109,20290.97
2020,3,Sants-Montjuïc,18,Sants,110,21525.89
2020,3,Sants-Montjuïc,18,Sants,111,20681.72
2020,3,Sants-Montjuïc,18,Sants,112,23330
2020,3,Sants-Montjuïc,18,Sants,113,25577.65
2020,3,Sants-Montjuïc,18,Sants,114,23649.66
2020,3,Sants-Montjuïc,13,la Marina de Port,211,16900.16
2020,3,Sants-Montjuïc,13,la Marina de Port,212,15569.79
2020,3,Sants-Montjuïc,13,la Marina de Port,213,12625.58
2020,4,Les Corts,19,les Corts,1,22738.85
2020,4,Les Corts,19,les Corts,2,26539.97
2020,4,Les Corts,19,les Corts,3,24388.3
2020,4,Les Corts,19,les Corts,4,24153.66
2020,4,Les Corts,19,les Corts,5,22803.98
2020,4,Les Corts,19,les Corts,6,24129.89
2020,4,Les Corts,19,les Corts,7,19889.13
2020,4,Les Corts,19,les Corts,8,21430.15
2020,4,Les Corts,19,les Corts,9,24083.43
2020,4,Les Corts,19,les Corts,10,27267.73
2020,4,Les Corts,19,les Corts,11,27010.36
2020,4,Les Corts,19,les Corts,12,26444.75
2020,4,Les Corts,19,les Corts,13,27218.47
2020,4,Les Corts,19,les Corts,14,30141.59
2020,4,Les Corts,19,les Corts,15,25868.45
2020,4,Les Corts,19,les Corts,16,27205.41
2020,4,Les Corts,19,les Corts,17,26387.34
2020,4,Les Corts,19,les Corts,18,28616.23
2020,4,Les Corts,19,les Corts,19,34430.9
2020,4,Les Corts,19,les Corts,20,28269.11
2020,4,Les Corts,19,les Corts,21,32957.59
2020,4,Les Corts,19,les Corts,22,28362.84
2020,4,Les Corts,19,les Corts,23,40895.31
2020,4,Les Corts,19,les Corts,24,40435.24
2020,4,Les Corts,19,les Corts,25,24822.71
2020,4,Les Corts,19,les Corts,26,25395.88
2020,4,Les Corts,19,les Corts,27,28043
2020,4,Les Corts,19,les Corts,28,25656.73
2020,4,Les Corts,19,les Corts,29,30866.7
2020,4,Les Corts,19,les Corts,30,27526.32
2020,4,Les Corts,19,les Corts,31,23560.32
2020,4,Les Corts,19,les Corts,32,23133.31
2020,4,Les Corts,19,les Corts,33,23784.74
2020,4,Les Corts,19,les Corts,34,28960.71
2020,4,Les Corts,19,les Corts,35,27345.86
2020,4,Les Corts,20,la Maternitat i Sant Ramon,36,21331.93
2020,4,Les Corts,20,la Maternitat i Sant Ramon,37,23527.12
2020,4,Les Corts,20,la Maternitat i Sant Ramon,38,23394.93
2020,4,Les Corts,20,la Maternitat i Sant Ramon,39,21835.73
2020,4,Les Corts,20,la Maternitat i Sant Ramon,40,18129.95
2020,4,Les Corts,20,la Maternitat i Sant Ramon,41,19873.51
2020,4,Les Corts,20,la Maternitat i Sant Ramon,42,19136.27
2020,4,Les Corts,20,la Maternitat i Sant Ramon,43,27915.34
2020,4,Les Corts,20,la Maternitat i Sant Ramon,44,22036.84
2020,4,Les Corts,20,la Maternitat i Sant Ramon,45,21199.09
2020,4,Les Corts,20,la Maternitat i Sant Ramon,46,29312.84
2020,4,Les Corts,20,la Maternitat i Sant Ramon,47,25421.98
2020,4,Les Corts,20,la Maternitat i Sant Ramon,48,27061.86
2020,4,Les Corts,20,la Maternitat i Sant Ramon,49,34612.18
2020,4,Les Corts,21,Pedralbes,50,41701.19
2020,4,Les Corts,21,Pedralbes,51,29902.39
2020,4,Les Corts,21,Pedralbes,52,41379.71
2020,4,Les Corts,21,Pedralbes,53,26742.01
2020,4,Les Corts,21,Pedralbes,54,37390.84
2020,4,Les Corts,21,Pedralbes,55,41173.23
2020,4,Les Corts,21,Pedralbes,56,41495.61
2020,4,Les Corts,20,la Maternitat i Sant Ramon,84,28895.28
2020,5,Sarrià-St. Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,19114.21
2020,5,Sarrià-St. Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,29925.58
2020,5,Sarrià-St. Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,27912.23
2020,5,Sarrià-St. Gervasi,23,Sarrià,4,41834.88
2020,5,Sarrià-St. Gervasi,23,Sarrià,5,33068.74
2020,5,Sarrià-St. Gervasi,23,Sarrià,6,41147.2
2020,5,Sarrià-St. Gervasi,23,Sarrià,7,30961.02
2020,5,Sarrià-St. Gervasi,23,Sarrià,8,40431.5
2020,5,Sarrià-St. Gervasi,23,Sarrià,9,30021.1
2020,5,Sarrià-St. Gervasi,23,Sarrià,10,28677.9
2020,5,Sarrià-St. Gervasi,23,Sarrià,11,31244.82
2020,5,Sarrià-St. Gervasi,23,Sarrià,12,27234.48
2020,5,Sarrià-St. Gervasi,23,Sarrià,13,31279.24
2020,5,Sarrià-St. Gervasi,23,Sarrià,14,34222.59
2020,5,Sarrià-St. Gervasi,23,Sarrià,15,30199
2020,5,Sarrià-St. Gervasi,23,Sarrià,16,25836.25
2020,5,Sarrià-St. Gervasi,23,Sarrià,17,41536.09
2020,5,Sarrià-St. Gervasi,23,Sarrià,18,29634.76
2020,5,Sarrià-St. Gervasi,23,Sarrià,19,37248.72
2020,5,Sarrià-St. Gervasi,24,les Tres Torres,20,34581.45
2020,5,Sarrià-St. Gervasi,24,les Tres Torres,21,41208.84
2020,5,Sarrià-St. Gervasi,24,les Tres Torres,22,41581.98
2020,5,Sarrià-St. Gervasi,24,les Tres Torres,23,27056.11
2020,5,Sarrià-St. Gervasi,24,les Tres Torres,24,42039.94
2020,5,Sarrià-St. Gervasi,24,les Tres Torres,25,40752.71
2020,5,Sarrià-St. Gervasi,24,les Tres Torres,26,41193.32
